mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;gastototal;factoregatur
112019;2;20191100013478;3;1;07;01;40.025459323;2746.1744137
112019;2;20191100013480;3;1;07;01;37.525459323;1349.9894433
112019;2;20191100013481;3;1;07;01;57.525459323;2746.1744137
112019;2;20191100013482;3;1;08;01;40.025459323;1686.7755499
112019;2;20191100013484;3;1;05;01;38.775459323;829.20049587
112019;2;20191100013486;3;1;03;01;47.775459323;1400.1139074
112019;2;20191100013487;3;1;08;01;32.525459323;1686.7755499
112019;2;20191100013488;3;1;06;01;42.525459323;829.20049587
112019;2;20191100013491;4;3;03;98;142.60320701;247.42769349
112019;2;20191100013494;4;3;03;98;195.10320701;123.71384675
112019;2;20191100013496;3;3;08;01;656.39917814;781.93289163
112019;2;20191100013497;3;3;08;01;1419.405;781.93289163
112019;2;20191100013501;3;3;08;01;1272.705;781.93289163
112019;2;20191100013503;3;3;08;01;1164.005;781.93289163
112019;2;20191100013506;3;3;13;01;247.34040765;498.72675764
112019;2;20191100013507;3;3;13;01;1733.2985714;498.72675764
112019;2;20191100013509;3;3;13;01;1248.1605147;498.72675764
112019;2;20191100013514;3;3;13;01;735.07311861;498.72675764
112019;2;20191100013515;3;3;13;01;1794.8817673;498.72675764
112019;2;20191100013519;3;3;13;01;1373.9164113;498.72675764
112019;2;20191100013525;3;3;13;01;369.43998456;498.72675764
112019;2;20191100013528;3;3;13;01;202.70282334;498.72675764
112019;2;20191100013533;3;3;13;01;211.94483518;498.72675764
112019;2;20191100013534;3;3;13;01;143.07362208;498.72675764
112019;2;20191100013539;3;3;01;05;234.20983529;1438.5964874
112019;2;20191100013542;3;3;13;05;242.51278864;917.55516283
112019;2;20191100013544;3;3;13;05;198.71197564;917.55516283
112019;2;20191100013545;3;3;14;05;727.26657515;917.55516283
112019;2;20191100013548;3;3;14;05;410.13777778;917.55516283
112019;2;20191100013552;3;3;13;05;703.24690929;917.55516283
112019;2;20191100013554;3;3;06;05;691.29661493;1438.5964874
112019;2;20191100013557;3;3;14;05;604.05908599;917.55516283
112019;2;20191100013558;3;3;13;05;187.17834662;917.55516283
112019;2;20191100013561;3;3;13;05;407.56660852;917.55516283
112019;2;20191100013563;3;3;14;05;742.18;917.55516283
112019;2;20191100013564;3;3;13;05;865.51475601;458.77758141
112019;2;20191100013565;3;3;13;05;690.17777778;917.55516283
112019;2;20191100013567;3;3;13;05;600.13777778;917.55516283
112019;2;20191100013587;3;1;03;16;60.159405671;6515.2408807
112019;2;20191100013745;4;2;01;98;0;1340.0102635
112019;2;20191100013804;4;2;14;98;21.986652252;960.09322642
112019;2;20191100013805;4;2;15;98;21.986652252;960.09322642
112019;2;20191100013808;4;2;14;98;17.153318919;320.03107547
112019;2;20191100013868;4;2;12;98;32.653318919;337.34326386
112019;2;20191100013877;4;2;12;98;21.153318919;674.68652772
112019;2;20191100014242;3;1;07;12;50.025459323;1985.7459536
112019;2;20191100014248;3;1;07;12;35.025459323;1985.7459536
112019;2;20191100014251;3;1;03;09;71.659405671;1772.5514871
112019;2;20191100014254;3;1;03;09;131.65940567;1772.5514871
112019;2;20191100014265;3;1;03;09;59.159405671;1772.5514871
112019;2;20191100014271;3;1;03;09;119.15940567;1772.5514871
112019;2;20191100014275;3;1;03;09;88.318811341;1772.5514871
112019;2;20191100014284;4;1;03;98;0;949.44797417
112019;2;20191100014290;3;1;03;09;94.159405671;1772.5514871
112019;2;20191100014293;4;1;03;98;0;949.44797417
112019;2;20191100014302;3;1;03;09;74.159405671;3605.7582266
112019;2;20191100014306;4;1;12;98;0;985.77078734
112019;2;20191100014315;4;1;03;98;0;949.44797417
112019;2;20191100014316;3;1;03;15;61.659405671;3387.1184497
112019;2;20191100014319;3;1;03;15;69.159405671;3387.1184497
112019;2;20191100014321;3;1;03;15;60.826072337;3387.1184497
112019;2;20191100014324;3;1;03;15;119.15940567;3387.1184497
112019;2;20191100014327;3;1;03;15;89.159405671;3387.1184497
112019;2;20191100014331;3;1;03;15;54.159405671;6890.1413037
112019;2;20191100014333;4;3;03;98;385.10320701;123.71384675
112019;2;20191100014338;4;3;03;98;221.35320701;247.42769349
112019;2;20191100014961;4;2;06;98;32.306637837;165.90032911
112019;2;20191100015084;4;2;03;98;27.403318919;820.25927058
112019;2;20191100015093;4;2;04;98;50.153318919;450.24401807
112019;2;20191100015094;4;2;01;98;18.653318919;82.718800653
122019;2;20191100015094;4;2;01;98;32.309145169;95.780828362
112019;2;20191100015095;4;2;03;98;21.153318919;410.12963529
112019;2;20191100015097;4;2;01;98;26.153318919;82.718800653
122019;2;20191100015097;4;2;01;98;32.309145169;95.780828362
112019;2;20191100015184;4;2;15;98;27.153318919;506.99181067
112019;2;20191100015188;4;2;12;98;33.653318919;900.48803614
112019;2;20191100015189;4;2;12;98;23.653318919;900.48803614
112019;2;20191100015339;3;2;14;13;308.77914537;1280.2189269
112019;2;20191100015345;4;2;03;98;17.653318919;498.43841483
112019;2;20191100015346;4;2;14;98;17.653318919;319.60109905
112019;2;20191100015347;4;2;14;98;61.153318919;319.60109905
112019;2;20191100015349;4;2;03;98;18.653318919;996.87682966
112019;2;20191100015393;4;2;14;98;0;958.80329715
112019;2;20191100015396;4;2;14;98;21.153318919;319.60109905
112019;2;20191100015397;4;2;14;98;0;319.60109905
112019;2;20191100015399;4;2;01;98;22.153318919;1018.7730529
112019;2;20191100015400;4;2;14;98;0;319.60109905
112019;2;20191100015401;4;2;01;98;0;509.38652645
112019;2;20191100015407;4;2;05;98;21.153318919;484.7258272
112019;2;20191100015450;4;2;14;98;0;639.2021981
112019;2;20191100015454;4;2;14;98;0;958.80329715
112019;2;20191100015455;4;2;03;98;20.653318919;498.43841483
112019;2;20191100015458;4;2;14;98;18.653318919;639.2021981
112019;2;20191100015460;4;2;01;98;43.153318919;509.38652645
112019;2;20191100015464;4;2;03;98;26.153318919;996.87682966
112019;2;20191100015493;4;2;03;98;23.653318919;498.43841483
112019;2;20191100015494;4;2;14;98;22.403318919;639.2021981
112019;2;20191100015495;4;2;03;98;18.153318919;498.43841483
112019;2;20191100015498;4;2;14;98;0;639.2021981
112019;2;20191100015500;4;2;01;98;18.653318919;509.38652645
112019;2;20191100015502;4;2;01;98;21.153318919;509.38652645
112019;2;20191100015504;4;2;14;98;0;319.60109905
112019;2;20191100015505;4;2;13;98;41.153318919;319.60109905
112019;2;20191100015506;4;2;14;98;0;639.2021981
112019;2;20191100015512;4;2;15;98;0;319.60109905
112019;2;20191100015513;4;2;05;98;0;484.7258272
112019;2;20191100015528;4;1;03;98;99.768083541;2334.1722604
112019;2;20191100015530;4;1;15;98;113.10141687;318.31001951
122019;2;20191100015530;4;1;15;98;101.29052814;302.41991526
112019;2;20191100015531;3;1;07;12;37.129289349;2512.8733306
112019;2;20191100015535;3;1;07;12;52.129289349;2271.4311824
112019;2;20191100015539;3;1;07;12;55.025459323;1985.7459536
112019;2;20191100015541;3;1;03;09;80.46491252;2027.564862
112019;2;20191100015544;4;1;03;98;0;949.44797417
112019;2;20191100015545;4;1;03;98;0;949.44797417
112019;2;20191100015546;3;1;12;09;84.159405671;1840.3635824
112019;2;20191100015549;3;1;12;09;88.318811341;1840.3635824
112019;2;20191100015550;4;1;03;98;0;949.44797417
112019;2;20191100015556;4;1;03;98;0;949.44797417
112019;2;20191100015561;4;1;03;98;0;949.44797417
112019;2;20191100015564;4;1;03;98;99.768083541;949.44797417
112019;2;20191100015567;4;1;03;98;0;949.44797417
112019;2;20191100015568;3;1;12;09;54.159405671;3743.7028913
112019;2;20191100015569;3;1;12;09;119.15940567;1840.3635824
112019;2;20191100015585;3;1;12;09;50.23245626;2105.1329454
112019;2;20191100015586;3;1;12;09;88.318811341;1840.3635824
112019;2;20191100015594;3;1;07;12;39.629289349;2271.4311824
112019;2;20191100015597;3;1;03;07;50.050918647;1314.098672
112019;2;20191100015603;3;1;07;07;45.025459323;2577.464684
112019;2;20191100015609;3;1;07;07;37.525459323;2577.464684
112019;2;20191100015611;4;1;07;98;95.49006187;1604.8955144
112019;2;20191100015621;3;1;07;07;35.025459323;2577.464684
112019;2;20191100015623;3;1;07;07;55.025459323;2577.464684
112019;2;20191100015849;3;1;03;16;53.23245626;3663.6048916
112019;2;20191100015928;4;2;11;98;31.153318919;450.24401807
112019;2;20191100015931;4;2;05;98;36.153318919;207.1448926
122019;2;20191100015931;4;2;05;98;32.309145169;182.85436113
112019;2;20191100016111;4;2;15;98;26.153318919;506.99181067
112019;2;20191100016114;3;2;15;09;988.67643904;666.4611433
112019;2;20191100016117;4;2;10;98;26.153318919;450.24401807
112019;2;20191100016179;4;2;01;98;28.653318919;165.43760131
122019;2;20191100016179;4;2;01;98;32.309145169;191.56165672
112019;2;20191100016285;4;2;13;98;32.306637837;506.99181067
112019;2;20191100016288;4;2;05;98;25.153318919;207.1448926
122019;2;20191100016288;4;2;05;98;32.309145169;182.85436113
112019;2;20191100016289;4;2;13;98;48.653318919;506.99181067
112019;2;20191100016296;4;1;03;98;102.26808354;2334.1722604
112019;2;20191100016301;3;1;03;09;52.23245626;4984.6708675
112019;2;20191100016309;3;1;03;09;46.659405671;1772.5514871
112019;2;20191100016311;3;1;03;09;54.159405671;1772.5514871
112019;2;20191100016313;4;1;12;98;0;985.77078734
112019;2;20191100016319;3;1;03;09;84.159405671;1772.5514871
112019;2;20191100016325;3;1;03;09;48.659405671;1772.5514871
112019;2;20191100016327;3;1;03;09;59.159405671;1772.5514871
112019;2;20191100016328;3;1;03;09;80.46491252;2027.564862
112019;2;20191100016333;3;1;03;09;59.159405671;1772.5514871
112019;2;20191100016338;3;1;03;09;64.159405671;1772.5514871
112019;2;20191100016341;3;1;03;09;88.318811341;3605.7582266
112019;2;20191100016349;3;1;03;09;94.159405671;1772.5514871
112019;2;20191100016351;3;1;03;15;109.15940567;3387.1184497
112019;2;20191100016352;3;1;03;15;69.159405671;3387.1184497
112019;2;20191100016354;3;1;03;15;219.15940567;3387.1184497
112019;2;20191100016358;3;1;03;15;81.659405671;3387.1184497
112019;2;20191100016361;3;1;03;15;74.159405671;3387.1184497
112019;2;20191100016363;3;1;03;15;94.159405671;3387.1184497
112019;2;20191100016365;3;1;03;15;59.159405671;3387.1184497
112019;2;20191100016371;3;1;03;16;129.15940567;2576.7748778
112019;2;20191100016386;3;1;03;16;128.15940567;2576.7748778
112019;2;20191100016388;3;1;03;16;154.15940567;2576.7748778
112019;2;20191100016394;3;1;03;16;65.659405671;2576.7748778
112019;2;20191100016395;3;1;03;16;94.159405671;2576.7748778
112019;2;20191100016399;3;1;03;16;94.159405671;2576.7748778
112019;2;20191100016407;4;3;03;98;205.10320701;347.43677866
112019;2;20191100016408;4;3;09;98;171.35320701;587.6549611
112019;2;20191100016409;4;3;15;98;172.60320701;187.40690953
112019;2;20191100016411;4;3;03;98;200.10320701;347.43677866
112019;2;20191100016412;4;3;03;98;193.35320701;347.43677866
112019;2;20191100016413;4;3;15;98;156.35320701;749.62763811
112019;2;20191100016414;4;3;03;98;177.60320701;521.15516799
112019;2;20191100016415;4;3;03;98;187.60320701;347.43677866
112019;2;20191100016416;4;3;03;98;177.60320701;868.59194665
112019;2;20191100016417;4;3;03;98;193.85320701;694.87355732
112019;2;20191100016418;4;3;02;98;165.60320701;293.82748055
112019;2;20191100016419;4;3;03;98;242.60320701;173.71838933
112019;2;20191100016420;4;3;02;98;145.10320701;587.6549611
112019;2;20191100016421;4;3;03;98;267.60320701;173.71838933
112019;2;20191100016422;4;3;03;98;228.60320701;173.71838933
112019;2;20191100016423;4;3;03;98;262.10320701;173.71838933
112019;2;20191100016424;4;3;03;98;230.10320701;347.43677866
112019;2;20191100016425;4;3;05;98;262.60320701;587.6549611
112019;2;20191100016426;4;3;03;98;351.10320701;347.43677866
112019;2;20191100016427;4;3;08;98;290.10320701;587.6549611
112019;2;20191100016429;4;3;03;98;277.60320701;347.43677866
112019;2;20191100016430;4;3;01;98;250.10320701;587.6549611
112019;2;20191100016432;4;3;03;98;211.85320701;347.43677866
112019;2;20191100016433;4;3;02;98;225.20641402;587.6549611
112019;2;20191100016434;4;3;03;98;188.43654034;521.15516799
112019;2;20191100016435;4;3;03;98;217.60320701;173.71838933
112019;2;20191100016436;4;3;15;98;189.26987368;562.22072858
112019;2;20191100016437;4;3;03;98;218.35320701;347.43677866
112019;2;20191100016438;4;3;03;98;319.26987368;521.15516799
112019;2;20191100016439;4;3;03;98;227.60320701;173.71838933
112019;2;20191100016441;4;3;05;98;130.10320701;127.33643606
112019;2;20191100016444;4;3;05;98;377.60320701;63.66821803
112019;2;20191100016447;4;3;05;98;0;254.67287212
112019;2;20191100016448;4;3;05;98;142.60320701;127.33643606
112019;2;20191100016453;4;3;03;98;118.60320701;123.71384675
112019;2;20191100016454;3;3;08;12;248.91288255;154.25182623
122019;2;20191100016454;3;3;08;12;248.97689798;19.729447192
122019;2;20191100016455;3;3;08;12;296.82397001;19.729447192
112019;2;20191100016455;3;3;08;12;307.98065677;154.25182623
112019;2;20191100016456;3;3;08;12;944.07882251;77.125913115
122019;2;20191100016456;3;3;08;12;943.61161252;9.8647235962
122019;2;20191100016457;3;3;08;12;248.97689798;19.729447192
112019;2;20191100016457;3;3;08;12;248.91288255;154.25182623
112019;2;20191100016458;3;3;08;12;307.98065677;154.25182623
122019;2;20191100016458;3;3;08;12;296.82397001;19.729447192
122019;2;20191100016459;3;3;08;12;248.97689798;19.729447192
112019;2;20191100016459;3;3;08;12;248.91288255;154.25182623
112019;2;20191100016460;3;3;08;12;839.39646899;154.25182623
122019;2;20191100016460;3;3;08;12;838.8829868;19.729447192
122019;2;20191100016461;3;3;08;12;248.97689798;19.729447192
112019;2;20191100016461;3;3;08;12;248.91288255;154.25182623
112019;2;20191100016462;3;3;08;12;248.91288255;154.25182623
122019;2;20191100016462;3;3;08;12;248.97689798;19.729447192
122019;2;20191100016463;3;3;08;12;248.97689798;19.729447192
112019;2;20191100016463;3;3;08;12;248.91288255;154.25182623
112019;2;20191100016464;3;3;08;12;741.50722724;154.25182623
122019;2;20191100016464;3;3;08;12;742.39522674;19.729447192
112019;2;20191100016538;4;3;07;98;148.60320701;83.718848802
112019;2;20191100016552;4;1;03;98;66.434750208;2447.4631301
112019;2;20191100016556;4;1;03;98;91.434750208;2447.4631301
112019;2;20191100016758;4;2;03;98;63.653318919;272.84243175
112019;2;20191100016760;4;2;05;98;18.153318919;207.1448926
122019;2;20191100016760;4;2;05;98;32.309145169;182.85436113
112019;2;20191100016777;4;2;12;98;18.653318919;900.48803614
112019;2;20191100016778;4;2;03;98;91.153318919;545.6848635
112019;2;20191100016779;4;2;12;98;23.653318919;900.48803614
112019;2;20191100016809;4;2;05;98;45.153318919;207.1448926
122019;2;20191100016809;4;2;05;98;32.309145169;182.85436113
112019;2;20191100016813;4;2;06;98;88.653318919;900.48803614
112019;2;20191100016814;4;2;06;98;17.153318919;900.48803614
112019;2;20191100016815;4;2;06;98;18.403318919;900.48803614
112019;2;20191100016820;4;2;01;98;31.153318919;82.718800653
122019;2;20191100016820;4;2;01;98;32.309145169;95.780828362
112019;2;20191100016878;4;2;13;98;21.153318919;320.03107547
112019;2;20191100016931;4;2;05;98;24.403318919;428.76093107
112019;2;20191100016934;4;2;14;98;0;320.03107547
112019;2;20191100016935;4;2;05;98;21.153318919;428.76093107
112019;2;20191100016981;4;2;07;98;31.153318919;337.34326386
112019;2;20191100016982;3;2;14;13;286.02914537;1922.9119107
112019;2;20191100016983;4;2;07;98;21.653318919;337.34326386
112019;2;20191100017013;4;2;12;98;0;1012.0297916
112019;2;20191100017016;4;2;07;98;18.653318919;674.68652772
112019;2;20191100017056;4;2;15;98;22.403318919;1280.1243019
112019;2;20191100017057;4;2;12;98;0;337.34326386
112019;2;20191100017058;4;2;01;98;20.153318919;335.00256587
112019;2;20191100017060;4;2;14;98;0;320.03107547
112019;2;20191100017062;4;2;13;98;27.403318919;640.06215095
112019;2;20191100017065;3;2;07;13;179.97198254;759.84703849
112019;2;20191100017349;3;1;12;09;88.318811341;1840.3635824
112019;2;20191100017366;3;1;12;09;84.159405671;1840.3635824
112019;2;20191100017368;3;1;12;09;88.318811341;3743.7028913
112019;2;20191100017371;4;1;03;98;0;949.44797417
112019;2;20191100017375;3;3;05;09;339.00897227;588.51277926
112019;2;20191100017376;3;3;11;09;663.46334481;1909.4277992
112019;2;20191100017378;3;3;05;09;326.31578947;294.25638963
112019;2;20191100017383;3;3;05;09;174.97678781;588.51277926
112019;2;20191100017384;3;3;10;09;174.97678781;1909.4277992
112019;2;20191100017386;3;3;03;09;174.97678781;600.42599408
122019;2;20191100017386;3;3;03;09;174.97763543;589.52106243
122019;2;20191100017401;4;1;08;98;101.29052814;417.22297793
112019;2;20191100017401;4;1;08;98;67.268083541;208.62926843
112019;2;20191100017407;3;1;07;11;75.025459323;1443.3699771
112019;2;20191100017409;3;1;07;11;45.025459323;1443.3699771
112019;2;20191100017412;3;1;07;11;32.525459323;1443.3699771
112019;2;20191100017416;3;1;07;11;45.025459323;1443.3699771
112019;2;20191100017421;3;1;07;11;32.525459323;1443.3699771
112019;2;20191100017423;3;1;07;11;55.025459323;1443.3699771
112019;2;20191100017833;4;2;01;98;0;670.00513174
112019;2;20191100017837;4;2;03;98;0;453.81130389
112019;2;20191100017895;4;2;07;98;23.653318919;674.68652772
112019;2;20191100017896;4;2;03;98;22.153318919;453.81130389
112019;2;20191100017897;4;2;01;98;24.903318919;670.00513174
112019;2;20191100017898;4;2;01;98;23.653318919;670.00513174
112019;2;20191100018109;4;2;08;98;24.486652252;1799.2875626
112019;2;20191100018523;4;2;08;98;36.153318919;216.79055083
112019;2;20191100018525;4;2;14;98;18.653318919;319.60109905
112019;2;20191100018580;4;2;03;98;0;498.43841483
112019;2;20191100018583;4;2;13;98;0;639.2021981
112019;2;20191100018585;4;2;14;98;26.153318919;319.60109905
112019;2;20191100018644;4;2;13;98;0;319.60109905
112019;2;20191100018646;4;2;15;98;23.653318919;319.60109905
112019;2;20191100018647;4;2;12;98;21.153318919;488.40683115
112019;2;20191100018693;3;1;07;12;60.025459323;4039.4424986
112019;2;20191100018695;3;1;07;12;40.025459323;4039.4424986
112019;2;20191100018702;3;1;03;09;68.159405671;1772.5514871
112019;2;20191100018705;3;1;03;09;84.159405671;1772.5514871
112019;2;20191100018709;3;1;03;09;94.159405671;1772.5514871
112019;2;20191100018717;3;1;03;09;150.15940567;1772.5514871
112019;2;20191100018724;3;1;03;09;99.159405671;1772.5514871
112019;2;20191100018725;3;1;03;09;119.15940567;1772.5514871
112019;2;20191100018727;3;1;03;09;185.90940567;1772.5514871
112019;2;20191100018733;3;1;03;09;157.15940567;1772.5514871
112019;2;20191100018736;3;1;03;09;96.659405671;1772.5514871
112019;2;20191100018743;4;1;03;98;101.76808354;949.44797417
112019;2;20191100018749;3;1;03;09;84.159405671;1772.5514871
112019;2;20191100018759;3;1;03;09;119.15940567;1772.5514871
112019;2;20191100018760;3;1;03;09;64.159405671;1772.5514871
112019;2;20191100018765;3;1;03;09;51.659405671;1772.5514871
112019;2;20191100018766;3;1;03;09;94.159405671;1772.5514871
112019;2;20191100018774;3;1;03;09;50.23245626;2027.564862
112019;2;20191100018781;3;1;03;09;5000;1772.5514871
112019;2;20191100018789;3;1;03;09;64.159405671;1772.5514871
112019;2;20191100018792;3;1;03;09;64.159405671;1772.5514871
112019;2;20191100018793;4;1;12;98;0;985.77078734
112019;2;20191100018796;3;1;03;09;84.159405671;1772.5514871
112019;2;20191100018911;4;1;12;98;82.268083541;318.31001951
122019;2;20191100018911;4;1;12;98;101.29052814;302.41991526
112019;2;20191100018912;3;1;03;09;89.159405671;8864.5834837
112019;2;20191100018923;3;1;07;11;37.525459323;1443.3699771
112019;2;20191100018926;3;1;07;11;40.025459323;1443.3699771
112019;2;20191100018930;3;1;07;11;52.525459323;1443.3699771
112019;2;20191100018934;3;1;07;11;115.02545932;1443.3699771
112019;2;20191100018935;3;1;07;11;35.025459323;1443.3699771
112019;2;20191100018939;3;1;07;11;67.129289349;1651.0246781
112019;2;20191100018941;3;1;07;11;155.02545932;1443.3699771
112019;2;20191100019038;4;2;12;98;21.153318919;450.24401807
112019;2;20191100019042;4;2;12;98;68.653318919;450.24401807
112019;2;20191100019049;4;2;02;98;71.153318919;1350.7320542
112019;2;20191100019050;4;2;02;98;0;450.24401807
112019;2;20191100019051;4;2;03;98;48.653318919;545.6848635
112019;2;20191100019093;4;2;11;98;66.153318919;900.48803614
112019;2;20191100019096;4;2;07;98;19.153318919;450.24401807
112019;2;20191100019102;4;2;08;98;20.153318919;93.903776589
112019;2;20191100019164;3;2;08;09;602.00423804;61.720147139
112019;2;20191100019165;3;2;08;09;106.44556845;61.720147139
112019;2;20191100019180;4;2;14;98;0;640.06215095
112019;2;20191100019181;4;2;14;98;61.153318919;320.03107547
112019;2;20191100019211;4;2;14;98;17.653318919;320.03107547
112019;2;20191100019217;4;2;07;98;21.153318919;674.68652772
112019;2;20191100019220;4;2;13;98;26.153318919;320.03107547
112019;2;20191100019224;3;2;01;04;267.56598923;31.9027385
112019;2;20191100019618;3;2;13;09;2293.814433;333.23057165
112019;2;20191100019768;4;2;14;98;0;506.99181067
112019;2;20191100019773;4;1;07;98;170.49006187;1450.6937822
112019;2;20191100019778;3;1;07;12;35.025459323;1985.7459536
112019;2;20191100019785;3;1;07;12;35.025459323;1985.7459536
112019;2;20191100019788;3;1;07;12;50.025459323;1985.7459536
112019;2;20191100019791;3;1;12;09;144.15940567;1840.3635824
112019;2;20191100019793;4;1;03;98;0;949.44797417
112019;2;20191100019794;4;1;03;98;0;949.44797417
112019;2;20191100019797;4;1;03;98;59.768083541;949.44797417
112019;2;20191100019800;4;1;03;98;0;949.44797417
112019;2;20191100019804;4;1;03;98;0;949.44797417
112019;2;20191100019807;4;1;03;98;0;949.44797417
112019;2;20191100019808;4;1;03;98;0;949.44797417
112019;2;20191100019809;3;1;12;09;94.159405671;1840.3635824
112019;2;20191100019817;4;1;03;98;0;949.44797417
112019;2;20191100019819;3;1;12;09;88.318811341;3743.7028913
112019;2;20191100019823;4;1;03;98;0;949.44797417
112019;2;20191100019830;3;1;03;16;49.159405671;2576.7748778
112019;2;20191100019847;3;3;05;09;248.91288255;294.25638963
112019;2;20191100019853;3;3;05;09;202.70282334;294.25638963
112019;2;20191100019856;3;3;10;09;709.29667814;3818.8555983
112019;2;20191100019871;3;3;14;01;114.48361938;498.72675764
112019;2;20191100019873;3;3;14;01;114.48361938;498.72675764
112019;2;20191100019874;3;3;13;01;497.8136646;1745.5436517
112019;2;20191100019876;3;3;08;01;591.29622497;781.93289163
112019;2;20191100019878;3;3;13;01;88.182241798;997.45351527
112019;2;20191100019879;3;3;13;01;106.72808496;498.72675764
112019;2;20191100019881;3;3;13;01;33.021920789;498.72675764
112019;2;20191100019884;3;3;15;01;317.69273047;498.72675764
112019;2;20191100019955;3;1;03;01;74.159405671;3994.0569845
112019;2;20191100019965;3;1;07;11;45.025459323;1443.3699771
112019;2;20191100019969;3;1;07;11;44.629289349;1651.0246781
112019;2;20191100019975;3;1;07;11;141.52545932;1443.3699771
112019;2;20191100019977;3;1;07;11;55.025459323;1443.3699771
112019;2;20191100019981;3;1;07;11;65.025459323;1443.3699771
112019;2;20191100019983;3;1;07;11;58.025459323;1443.3699771
112019;2;20191100019987;3;1;07;11;55.025459323;1443.3699771
112019;2;20191100020075;4;2;01;98;0;335.00256587
112019;2;20191100020152;3;2;01;05;488.05829074;377.79218486
112019;2;20191100020224;3;2;01;05;1040;377.79218486
112019;2;20191100020226;3;2;01;05;644.10299003;755.58436971
112019;2;20191100020345;4;2;14;98;0;640.06215095
112019;2;20191100020347;4;2;06;98;32.306637837;674.68652772
112019;2;20191100020356;4;2;13;98;32.306637837;320.03107547
112019;2;20191100020414;4;2;14;98;37.403318919;640.06215095
112019;2;20191100021385;4;2;11;98;26.153318919;450.24401807
112019;2;20191100021386;4;2;11;98;18.653318919;450.24401807
112019;2;20191100021393;4;2;15;98;0;1520.975432
112019;2;20191100021417;4;2;13;98;20.653318919;2027.9672427
112019;2;20191100021421;4;2;03;98;43.653318919;410.12963529
112019;2;20191100021425;4;2;01;98;21.153318919;82.718800653
122019;2;20191100021425;4;2;01;98;32.309145169;95.780828362
112019;2;20191100021427;4;2;08;98;24.486652252;281.71132977
112019;2;20191100021432;4;2;15;98;81.153318919;1013.9836213
112019;2;20191100021433;4;2;14;98;23.653318919;1520.975432
112019;2;20191100021435;4;2;14;98;0;319.60109905
112019;2;20191100021436;4;2;14;98;18.153318919;639.2021981
112019;2;20191100021437;4;2;01;98;0;509.38652645
112019;2;20191100021439;4;2;13;98;0;319.60109905
112019;2;20191100021440;4;2;03;98;83.153318919;498.43841483
112019;2;20191100021444;4;2;14;98;18.653318919;319.60109905
112019;2;20191100021490;4;2;14;98;22.403318919;639.2021981
112019;2;20191100021491;4;2;14;98;26.153318919;319.60109905
112019;2;20191100021492;4;2;14;98;31.403318919;639.2021981
112019;2;20191100021493;4;2;14;98;20.736652252;1917.6065943
112019;2;20191100021494;4;2;05;98;20.653318919;484.7258272
112019;2;20191100021496;4;2;14;98;0;639.2021981
112019;2;20191100021500;4;2;14;98;0;319.60109905
112019;2;20191100021504;4;2;13;98;0;319.60109905
112019;2;20191100021505;4;2;01;98;0;509.38652645
112019;2;20191100021507;4;2;01;98;17.403318919;1018.7730529
112019;2;20191100021508;4;2;14;98;32.306637837;319.60109905
112019;2;20191100021509;4;2;02;98;41.153318919;976.8136623
112019;2;20191100021511;4;2;03;98;21.153318919;498.43841483
112019;2;20191100021513;4;2;14;98;21.153318919;319.60109905
112019;2;20191100021559;4;2;05;98;17.153318919;484.7258272
112019;2;20191100021560;4;2;14;98;22.653318919;319.60109905
112019;2;20191100021565;4;2;14;98;17.153318919;319.60109905
112019;2;20191100021569;4;2;14;98;20.153318919;319.60109905
112019;2;20191100021570;4;2;13;98;36.153318919;319.60109905
112019;2;20191100021571;4;2;14;98;22.653318919;319.60109905
112019;2;20191100021572;4;2;02;98;28.653318919;976.8136623
112019;2;20191100021573;4;2;14;98;41.153318919;319.60109905
112019;2;20191100021578;3;1;07;12;48.525459323;1985.7459536
112019;2;20191100021584;3;1;03;09;164.15940567;1772.5514871
112019;2;20191100021591;3;1;03;09;56.659405671;1772.5514871
112019;2;20191100021600;3;1;03;09;114.15940567;1772.5514871
112019;2;20191100021604;3;1;03;09;62.492739004;1772.5514871
112019;2;20191100021609;3;1;03;09;74.159405671;1772.5514871
112019;2;20191100021617;3;1;03;09;88.318811341;1772.5514871
112019;2;20191100021620;3;1;03;09;72.409405671;3605.7582266
112019;2;20191100021626;3;1;03;09;82.909405671;1772.5514871
112019;2;20191100021629;3;1;03;09;46.659405671;3605.7582266
112019;2;20191100021634;3;1;03;09;54.159405671;3605.7582266
112019;2;20191100021640;4;1;03;98;0;949.44797417
112019;2;20191100021641;4;1;03;98;0;949.44797417
112019;2;20191100021643;3;1;12;09;88.318811341;1840.3635824
112019;2;20191100021651;4;1;03;98;0;949.44797417
112019;2;20191100021654;4;1;03;98;0;949.44797417
112019;2;20191100021660;3;1;12;09;88.318811341;3743.7028913
112019;2;20191100021667;3;1;12;09;88.318811341;3743.7028913
112019;2;20191100021678;3;1;07;11;30.025459323;1596.7932243
112019;2;20191100021680;3;1;07;11;40.025459323;1596.7932243
112019;2;20191100021684;3;1;07;11;42.525459323;1596.7932243
112019;2;20191100021691;3;1;07;11;52.525459323;1596.7932243
112019;2;20191100021692;3;1;07;11;40.025459323;1596.7932243
112019;2;20191100021699;3;1;07;11;50.025459323;1596.7932243
112019;2;20191100021702;3;1;07;11;60.025459323;1596.7932243
112019;2;20191100021704;3;1;07;11;30.025459323;1596.7932243
